日期,开盘,收盘,高,低,涨跌幅
2019年9月22日,9993,10031.6,10075,9870.9,0.0039
2019年9月23日,10031.3,9702.2,10048.8,9656.3,-0.0328
2019年9月24日,9702.7,8513.9,9793.8,8069.4,-0.1225
2019年9月25日,8512.3,8432.4,8729.8,8245.1,-0.0096
2019年9月26日,8432.5,8063.8,8463.1,7773.6,-0.0437
2019年9月27日,8063.8,8184.9,8257.4,7882.1,0.015
2019年9月28日,8184.5,8208.5,8297.2,8031.1,0.0029
2019年9月29日,8208,8049.1,8226.8,7922.1,-0.0194
2019年9月2日,9728.8,10348.8,10431.5,9720.3,0.0637
2019年9月30日,8048.9,8284.3,8318.5,7749,0.0292
2019年9月3日,10348.1,10612.3,10756.8,10283.5,0.0255
2019年9月4日,10611.6,10568.2,10783.6,10388.6,-0.0042
2019年9月5日,10567.8,10566.9,10630.7,10469.9,-0.0001
2019年9月6日,10566.7,10309.3,10896.2,10227.4,-0.0244
2019年9月7日,10306.9,10461.1,10556.4,10302.3,0.0147
2019年9月8日,10461.6,10402.8,10578,10266.3,-0.0056
2019年9月9日,10402.1,10309,10478,10095.7,-0.009
2020年10月10日,11053.5,11298.4,11475,11053.1,0.0221
2020年10月11日,11295.6,11371,11439.4,11277.6,0.0064
2020年10月12日,11370.8,11533.9,11715.9,11227.4,0.0143
2020年10月13日,11533.5,11423.8,11558,11315.9,-0.0095
2020年10月14日,11424.4,11420.4,11541,11293.5,-0.0003
2020年10月15日,11421.4,11503,11590.9,11276.7,0.0072
2020年10月16日,11503.2,11322,11542.2,11224.6,-0.0157
2020年10月17日,11321.8,11362.1,11402.7,11274.4,0.0035
2020年10月18日,11362.1,11506.9,11506.9,11349.8,0.0127
2020年10月19日,11507.1,11753.4,11823.3,11413.9,0.0214
2020年10月1日,10776.6,10620.5,10913.7,10462.7,-0.0144
2020年10月20日,11753.9,11913.5,12029.4,11685.7,0.0136
2020年10月21日,11913.6,12808.7,13213.5,11894.6,0.0751
2020年10月22日,12805.5,12974.6,13183.9,12698.2,0.013
2020年10月23日,12972.7,12934.1,13025.5,12738.9,-0.0031
2020年10月24日,12933.6,13117.2,13161.5,12876.4,0.0142
2020年10月25日,13117,13032.2,13345.3,12900.4,-0.0065
2020年10月26日,13033,13061.6,13229.7,12792.4,0.0023
2020年10月27日,13061.5,13657.8,13782.3,13050.3,0.0456
2020年10月28日,13658.3,13278.9,13851.7,12907.6,-0.0277
2020年10月29日,13278.3,13457.2,13640,12982.9,0.0134
2020年10月2日,10619.6,10572.3,10662.9,10387.6,-0.0045
2020年10月30日,13457,13559.9,13667.9,13134.5,0.0076
2020年10月31日,13560.2,13797.3,14065.4,13441.7,0.0175
2020年10月3日,10572.2,10544.2,10597.8,10501.2,-0.0027
2020年10月4日,10544.4,10672.9,10693.3,10520.8,0.0122
2020年10月5日,10672.5,10789.5,10789.6,10623.4,0.0109
2020年10月6日,10790.2,10602.6,10800.3,10530.8,-0.0173
2020年10月7日,10601,10670.9,10680.1,10553.3,0.0064
2020年10月8日,10670.7,10924.1,10948.6,10549.6,0.0237
2020年10月9日,10923.5,11054.2,11103,10836.9,0.0119
2020年11月10日,15328,15303.6,15465.3,15096.5,-0.0015
2020年11月11日,15303.1,15695.8,15953.9,15281,0.0256
2020年11月12日,15695.8,16294.7,16342.7,15483.5,0.0382
2020年11月13日,16293,16324.2,16474.1,15973.4,0.0018
2020年11月14日,16323.1,16071,16328.2,15717.7,-0.0155
2020年11月15日,16074.7,15953,16158.1,15782.3,-0.0073
2020年11月16日,15954.1,16715.8,16880.7,15870.7,0.0478
2020年11月17日,16715.8,17662.3,17845.4,16562,0.0566
2020年11月18日,17662.3,17774.6,18466.1,17258.9,0.0064
2020年11月19日,17775.1,17803.5,18166,17380.1,0.0016
2020年11月1日,13795.5,13759.4,13889.5,13628.7,-0.0027
2020年11月20日,17805.5,18675.2,18811,17758.4,0.049
2020年11月21日,18673.8,18687.2,18966,18397.5,0.0006
2020年11月22日,18689.3,18412.9,18751.5,17644.6,-0.0147
2020年11月23日,18428.1,18379.6,18756.8,18016,-0.0018
2020年11月24日,18394.6,19152.6,19416.6,18074.8,0.0421
2020年11月25日,19151.5,18723,19486.7,18527.7,-0.0224
2020年11月26日,18721.9,17162,18894.9,16235.2,-0.0834
2020年11月27日,17160.9,17127.1,17450.3,16481.6,-0.002
2020年11月28日,17142.6,17730.7,17874.4,16874.4,0.0352
2020年11月29日,17729.7,18185.5,18336.3,17530.4,0.0257
2020年11月2日,13759.7,13561.4,13828.4,13214.2,-0.0144
2020年11月30日,18186,19698.1,19831.2,18186,0.0832
2020年11月3日,13560.5,14019.9,14054,13294.6,0.0338
2020年11月4日,14023,14145.6,14238.8,13544.4,0.009
2020年11月5日,14145.6,15587.1,15739.9,14099.7,0.1019
2020年11月6日,15593.9,15577.9,15955.2,15223.5,-0.0006
2020年11月7日,15578.2,14828.4,15754.4,14385.1,-0.0481
2020年11月8日,14826.6,15483.7,15648.3,14720.7,0.0442
2020年11月9日,15483.3,15327.2,15819.6,14816.9,-0.0101
2020年12月10日,18546.1,18247.2,18551.8,17926.8,-0.0161
2020年12月11日,18250.5,18023.6,18288.3,17600.1,-0.0123
2020年12月12日,18026.7,18808.9,18936.2,18025.1,0.0436
2020年12月13日,18808.1,19176.8,19403.6,18716.8,0.0196
2020年12月14日,19176.4,19273.8,19346.5,19007,0.0051
2020年12月15日,19273.9,19434.9,19556.3,19076.2,0.0084
2020年12月16日,19434.7,21352.2,21525.3,19299.7,0.0987
2020年12月17日,21352.3,22825.4,23738,21243.1,0.069
2020年12月18日,22823.3,23127.9,23272.8,22361.5,0.0133
2020年12月19日,23127.6,23844,24107.1,22797,0.031
2020年12月1日,19697.8,18770.7,19897.4,18257,-0.0471
2020年12月20日,23843.6,23474.9,24280.9,23098.9,-0.0155
2020年12月21日,23474.1,22728.5,24101.9,22015.5,-0.0318
2020年12月22日,22730.4,23823.2,23825.4,22388.6,0.0482
2020年12月23日,23820.8,23257.9,24063.7,22694.7,-0.0237
2020年12月24日,23253.2,23736.5,23783.7,22737.3,0.0206
2020年12月25日,23728.7,24689.6,24778.9,23445.3,0.0402
2020年12月26日,24714.7,26454.4,26826,24515.1,0.0715
2020年12月27日,26460.3,26261.3,28360.3,25858.2,-0.0073
2020年12月28日,26259.2,27057.8,27444.9,26144.3,0.0303
2020年12月29日,27065.3,27376,27390.7,25902.8,0.0118
2020年12月2日,18767.9,19218.8,19335.5,18346.7,0.0239
2020年12月30日,27374.5,28868.7,28979.3,27374.5,0.0545
2020年12月31日,28866.8,28949.4,29298.8,28025,0.0028
2020年12月3日,19219.8,19433.3,19596.6,18883.7,0.0112
2020年12月4日,19431.1,18658.1,19529.5,18610.8,-0.0399
2020年12月5日,18657.5,19146.5,19172.7,18507.1,0.0262
2020年12月6日,19146,19379.9,19417.1,18873,0.0122
2020年12月7日,19368.4,19170.7,19424.6,18908.8,-0.0108
2020年12月8日,19170.8,18326.6,19288.6,18229.2,-0.044
2020年12月9日,18322.4,18546,18637.9,17658.8,0.012
2020年1月10日,7842.5,8187.1,8187.4,7697.7,0.044
2020年1月11日,8187.8,8024.1,8262.9,8008.4,-0.0199
2020年1月12日,8023.3,8187.6,8189.9,7973.1,0.0204
2020年1月13日,8188.3,8111.4,8196.7,8068.4,-0.0093
2020年1月14日,8111.2,8829.2,8898.7,8111.2,0.0885
2020年1月15日,8827.9,8818.3,8904,8615.5,-0.0012
2020年1月16日,8818.1,8726.9,8850,8605.8,-0.0104
2020年1月17日,8726.7,8913.1,9005.1,8675.9,0.0213
2020年1月18日,8913,8916.3,8982.3,8814.6,0.0004
2020年1月19日,8916.3,8706.2,9183.7,8552.8,-0.0236
2020年1月1日,7196.4,7199.8,7259.4,7180,0.0005
2020年1月20日,8705.7,8641.9,8740.1,8539.2,-0.0074
2020年1月21日,8642,8732.6,8770.3,8524,0.0105
2020年1月22日,8733,8678.5,8805.4,8610.8,-0.0062
2020年1月23日,8678.5,8405.1,8687.3,8309.6,-0.0315
2020年1月24日,8404.9,8439.9,8522,8242.6,0.0041
2020年1月25日,8439.9,8341.6,8447.6,8277.2,-0.0117
2020年1月26日,8341.6,8607.8,8607.8,8304.9,0.0319
2020年1月27日,8608.1,8866.6,8983.1,8585.6,0.0301
2020年1月28日,8866.6,9377.3,9389.5,8866.6,0.0576
2020年1月29日,9377.3,9298.9,9428.7,9250.9,-0.0084
2020年1月2日,7199.7,6967,7209.6,6901.4,-0.0323
2020年1月30日,9299.1,9507.3,9569,9209.2,0.0224
2020年1月31日,9508.3,9349.1,9525,9222.3,-0.0166
2020年1月3日,6967.1,7343.1,7402.9,6884.1,0.054
2020年1月4日,7345.1,7376.8,7433.1,7291.4,0.0046
2020年1月5日,7376.8,7372.5,7501,7345.6,-0.0006
2020年1月6日,7372.6,7759.1,7783.1,7366.7,0.0524
2020年1月7日,7759.1,8155.7,8182,7754.1,0.0511
2020年1月8日,8154.2,8059.6,8436.4,7900.8,-0.0118
2020年1月9日,8060,7842.4,8065.9,7779.2,-0.027
2020年2月10日,10151.5,9854.1,10181.7,9774.8,-0.0293
2020年2月11日,9854,10229.5,10314.1,9725.1,0.0381
2020年2月12日,10229.3,10317.7,10435.6,10229.3,0.0086
2020年2月13日,10321.9,10235.1,10482.6,10116.9,-0.008
2020年2月14日,10235.5,10333,10372.4,10125.2,0.0096
2020年2月15日,10336,9907.7,10369.8,9831.7,-0.0412
2020年2月16日,9907.4,9932.3,10056.4,9654.9,0.0025
2020年2月17日,9931.7,9701.4,9951.5,9468.9,-0.0232
2020年2月18日,9701.5,10158.4,10230.1,9601.6,0.0471
2020年2月19日,10158.6,9609.4,10230.9,9424.3,-0.054
2020年2月1日,9349.3,9381.6,9458.8,9301.5,0.0035
2020年2月20日,9611.9,9602.4,9681.4,9448.9,-0.0007
2020年2月21日,9602.2,9684.5,9747.1,9574.5,0.0085
2020年2月22日,9684.5,9655.7,9706.5,9569.8,-0.003
2020年2月23日,9655.6,9942.7,9965.6,9653.4,0.0297
2020年2月24日,9943.2,9662.7,9981,9507,-0.0282
2020年2月25日,9662.6,9317.2,9672.3,9269.8,-0.0357
2020年2月26日,9317.1,8800.3,9368.1,8672,-0.0555
2020年2月27日,8800.1,8818.6,8968.3,8538.5,0.0021
2020年2月28日,8820.1,8697.5,8898.7,8451.9,-0.0137
2020年2月29日,8697.1,8543.7,8793.7,8539.8,-0.0177
2020年2月2日,9381.5,9334.9,9465.4,9183.1,-0.005
2020年2月3日,9334.6,9296.6,9582.8,9243.1,-0.0041
2020年2月4日,9296.5,9193.9,9347.5,9193.9,-0.011
2020年2月5日,9194.1,9611.8,9726.8,9179.9,0.0454
2020年2月6日,9611.8,9772,9854.9,9536.1,0.0167
2020年2月7日,9771.9,9818.6,9872.5,9738.7,0.0048
2020年2月8日,9817.3,9895.5,9931.2,9673.2,0.0078
2020年2月9日,9895.4,10151.5,10157.1,9882.7,0.0259
2020年3月10日,7933,7891.2,8145.5,7740.2,-0.0053
2020年3月11日,7892.1,7935.1,7976.5,7606,0.0056
2020年3月12日,7935.2,4826,7963.1,4546.6,-0.3918
2020年3月13日,4815.2,5584.3,5934.3,3869.5,0.1571
2020年3月14日,5589.4,5182.7,5634.9,5072.2,-0.0719
2020年3月15日,5182.9,5366.3,5863.3,5120.6,0.0354
2020年3月16日,5366.4,5030,5369.3,4477.7,-0.0627
2020年3月17日,5030.2,5261.1,5432.8,4946.5,0.0459
2020年3月18日,5260.7,5361.4,5373.1,5020.9,0.0191
2020年3月19日,5359.2,6172,6379.5,5256,0.1512
2020年3月1日,8543.8,8540,8737.2,8437.2,-0.0004
2020年3月20日,6171.6,6205.3,6858.1,5748.2,0.0054
2020年3月21日,6205.6,6186.2,6438.3,5887,-0.0031
2020年3月22日,6186.9,5822.1,6394.4,5771.2,-0.0589
2020年3月23日,5822,6468.9,6564.7,5710.8,0.1111
2020年3月24日,6468.8,6744.6,6814.2,6380.8,0.0426
2020年3月25日,6744.8,6678.9,6930.2,6474.6,-0.0097
2020年3月26日,6677.9,6725.1,6772.9,6541.7,0.0069
2020年3月27日,6725.5,6373.4,6813.7,6322.3,-0.0523
2020年3月28日,6373.4,6233.7,6374.3,6046.5,-0.0219
2020年3月29日,6233.2,5890.4,6258.8,5889.3,-0.0551
2020年3月2日,8537.5,8904.8,8961.8,8503.1,0.0427
2020年3月30日,5890.4,6391,6576.5,5872.5,0.085
2020年3月31日,6391.1,6412.5,6513.1,6346.3,0.0034
2020年3月3日,8906.1,8761.4,8911.7,8669.3,-0.0161
2020年3月4日,8761.3,8757.9,8840.3,8679.7,-0.0004
2020年3月5日,8757.9,9060.3,9147.3,8751.5,0.0345
2020年3月6日,9060.6,9134.8,9165.2,9004.9,0.0082
2020年3月7日,9134.2,8887.8,9180.8,8848.7,-0.027
2020年3月8日,8887.8,8034.1,8888,8015.3,-0.0961
2020年3月9日,8035.8,7933,8158.8,7648.7,-0.0126
2020年4月10日,7289,6863.1,7294.4,6756.1,-0.0584
2020年4月11日,6862.7,6867.8,6931.4,6765.1,0.0007
2020年4月12日,6867.9,6917.6,7158.8,6785.1,0.0073
2020年4月13日,6918.1,6841.3,6920.3,6618.5,-0.011
2020年4月14日,6841.8,6850.9,6970.8,6768.6,0.0014
2020年4月15日,6851.3,6629.1,6929.5,6615.9,-0.0324
2020年4月16日,6629.1,7085.6,7159.7,6520.5,0.0689
2020年4月17日,7085.5,7035.8,7142.8,7005.8,-0.007
2020年4月18日,7035.9,7230.8,7259.4,7031.5,0.0277
2020年4月19日,7230.9,7122.9,7238,7079.1,-0.0149
2020年4月1日,6412.4,6638.5,6661.3,6157.4,0.0352
2020年4月20日,7122.9,6833.5,7207.5,6771.2,-0.0406
2020年4月21日,6833.4,6842.5,6919.3,6774.3,0.0013
2020年4月22日,6842.5,7112.9,7137.4,6821.8,0.0395
2020年4月23日,7112.8,7488.5,7655.4,7036.5,0.0528
2020年4月24日,7491.3,7503.8,7583.5,7423.5,0.002
2020年4月25日,7503.9,7540.4,7684.6,7451,0.0049
2020年4月26日,7540.4,7678.9,7679.4,7520.5,0.0184
2020年4月27日,7679.4,7766,7768.5,7637.7,0.0113
2020年4月28日,7766,7746.9,7770.1,7655.3,-0.0025
2020年4月29日,7746.7,8770.9,8918.5,7729.7,0.1322
2020年4月2日,6638.8,6800.5,7182.7,6567.9,0.0244
2020年4月30日,8770.6,8629,9437.5,8425.5,-0.0162
2020年4月3日,6799.9,6735.9,7026.3,6623.6,-0.0095
2020年4月4日,6735.9,6857.4,6958.6,6679.1,0.018
2020年4月5日,6857.5,6772.7,6889.4,6686,-0.0123
2020年4月6日,6772.8,7332.3,7335,6770.1,0.0826
2020年4月7日,7332.3,7185.2,7440.3,7101.7,-0.0201
2020年4月8日,7185.6,7361.2,7396.1,7153.1,0.0245
2020年4月9日,7361.1,7289,7361.1,7140.3,-0.0098
2020年5月10日,9553.9,8738.8,9569.4,8259.3,-0.0854
2020年5月11日,8737.6,8579.8,9129.6,8235.6,-0.0182
2020年5月12日,8569.8,8813.8,8964.5,8542.8,0.0273
2020年5月13日,8813.9,9298.7,9384.6,8799.1,0.055
2020年5月14日,9298.7,9778.4,9887.5,9265.8,0.0516
2020年5月15日,9778.6,9318,9819.6,9223.2,-0.0471
2020年5月16日,9318.1,9379.5,9579,9233,0.0066
2020年5月17日,9376.6,9677.7,9866,9327.8,0.0318
2020年5月18日,9678.4,9730.7,9930.2,9524.4,0.0055
2020年5月19日,9730.8,9773.3,9883.9,9498.7,0.0044
2020年5月1日,8628.6,8821.6,9040.3,8621,0.0223
2020年5月20日,9773,9512.3,9829.3,9368.4,-0.0267
2020年5月21日,9511.6,9059,9567.1,8833.6,-0.0476
2020年5月22日,9058.2,9169.7,9253.5,8952.1,0.0122
2020年5月23日,9169.8,9177,9303.2,9098.9,0.0008
2020年5月24日,9177.9,8728.2,9292,8724.1,-0.0489
2020年5月25日,8728,8898.2,8959.5,8666.1,0.0195
2020年5月26日,8897.7,8842.5,8994.6,8713.9,-0.0063
2020年5月27日,8842.3,9199.1,9210.9,8818.6,0.0403
2020年5月28日,9199.8,9572.2,9610.8,9119.2,0.0406
2020年5月29日,9573.4,9424.8,9596.5,9358.1,-0.0154
2020年5月2日,8821.6,8966.3,8986.2,8771.3,0.0164
2020年5月30日,9424.8,9692.5,9729.9,9352.7,0.0284
2020年5月31日,9692.9,9454.8,9695.6,9406.2,-0.0245
2020年5月3日,8966.2,8885.5,9169.9,8742.2,-0.009
2020年5月4日,8885.5,8874.7,8945.5,8553.2,-0.0012
2020年5月5日,8874.2,9001,9078.7,8800.4,0.0142
2020年5月6日,9000.6,9151.4,9373.7,8923.6,0.0167
2020年5月7日,9152.7,9979.8,10033,9064.8,0.0905
2020年5月8日,9980.1,9806.2,10018.2,9731.4,-0.0174
2020年5月9日,9806,9554.6,9910.5,9533.6,-0.0257
2020年6月10日,9768.8,9878.8,9970.9,9710.7,0.0113
2020年6月11日,9878.9,9283.2,9945.2,9139.1,-0.0603
2020年6月12日,9283.7,9466.6,9547.5,9249.4,0.0197
2020年6月13日,9466.5,9471.3,9484.9,9369.9,0.0005
2020年6月14日,9470.7,9345.3,9474.7,9264.4,-0.0133
2020年6月15日,9345.5,9425.4,9489.7,8925.6,0.0086
2020年6月16日,9425.6,9523.5,9577.1,9379.3,0.0104
2020年6月17日,9523.6,9464.6,9543.6,9258.2,-0.0062
2020年6月18日,9464.6,9388.1,9480.4,9289.3,-0.0081
2020年6月19日,9390.3,9314,9424,9249.6,-0.0079
2020年6月1日,9454.5,10189.3,10301.8,9429.7,0.0777
2020年6月20日,9314,9358.8,9394.5,9199.8,0.0048
2020年6月21日,9358.8,9296.4,9411.2,9288.5,-0.0067
2020年6月22日,9296.5,9683.7,9751.9,9285.8,0.0417
2020年6月23日,9683.9,9624.6,9715.6,9581.8,-0.0061
2020年6月24日,9624.6,9302,9667.4,9223,-0.0335
2020年6月25日,9300.8,9247.5,9327.3,9022.6,-0.0059
2020年6月26日,9247.5,9160,9296.5,9060.1,-0.0095
2020年6月27日,9160.5,9008.3,9190.5,8865.3,-0.0166
2020年6月28日,9008.4,9124,9185.5,8950.2,0.0128
2020年6月29日,9122.8,9185.4,9229.1,9033.6,0.0067
2020年6月2日,10190.7,9527.6,10207.3,9347.3,-0.0649
2020年6月30日,9186,9135.4,9199.8,9075.3,-0.0054
2020年6月3日,9527,9667.2,9667.2,9421.7,0.0147
2020年6月4日,9667.2,9794.4,9864.4,9490.9,0.0132
2020年6月5日,9794,9631.2,9846.1,9628.7,-0.0167
2020年6月6日,9630.8,9669.6,9733.1,9549.5,0.004
2020年6月7日,9669.6,9742.6,9791.8,9417.4,0.0076
2020年6月8日,9743.4,9777.9,9788.2,9662.3,0.0036
2020年6月9日,9777.7,9768.8,9857.2,9616.6,-0.0009
2020年7月10日,9239,9285.1,9309.8,9131.9,0.0053
2020年7月11日,9285.8,9233.3,9295.5,9184.2,-0.0056
2020年7月12日,9234.2,9300.8,9337.8,9170.4,0.0073
2020年7月13日,9300.5,9243.6,9329.6,9207.6,-0.0062
2020年7月14日,9243.1,9253.4,9274.8,9135.7,0.0011
2020年7月15日,9253.6,9198.7,9270.2,9168.7,-0.0059
2020年7月16日,9198.7,9135.3,9224.2,9052,-0.0069
2020年7月17日,9135.4,9155.8,9181.9,9091.5,0.0022
2020年7月18日,9155.8,9170.2,9198.8,9126.7,0.0016
2020年7月19日,9170.1,9208,9224.8,9106.4,0.0041
2020年7月1日,9135.9,9229.9,9289,9101.1,0.0103
2020年7月20日,9208.1,9162.4,9218.4,9139.9,-0.005
2020年7月21日,9162.3,9387.3,9426.9,9155.1,0.0246
2020年7月22日,9387.4,9513.7,9523.1,9296,0.0135
2020年7月23日,9513.6,9599.6,9646.5,9451.1,0.009
2020年7月24日,9599.2,9546.4,9626.2,9480.5,-0.0055
2020年7月25日,9546.7,9704.1,9729.3,9536.2,0.0165
2020年7月26日,9690,9932.5,10086.6,9645.9,0.0235
2020年7月27日,9932.7,11022.8,11367,9894.6,0.1098
2020年7月28日,10961.1,10908.5,11046.1,10873.6,-0.0104
2020年7月29日,10908.4,11105.9,11336.5,10771.8,0.0181
2020年7月2日,9229.9,9085.1,9259.7,8962.1,-0.0157
2020年7月30日,11105.8,11096.2,11164.4,10861.6,-0.0009
2020年7月31日,11096.5,11333.4,11434.8,10964.6,0.0214
2020年7月3日,9085,9067.1,9120.4,9050.9,-0.002
2020年7月4日,9067.1,9134.4,9182.3,9049.6,0.0074
2020年7月5日,9134.3,9081,9149.6,8932.1,-0.0058
2020年7月6日,9080.4,9339,9363,9063.2,0.0284
2020年7月7日,9338.8,9256,9371.2,9209.3,-0.0089
2020年7月8日,9256.3,9429.9,9458.3,9233.1,0.0188
2020年7月9日,9430.1,9235.7,9434.5,9176,-0.0206
2020年8月10日,11681.1,11889.2,12041.1,11546.9,0.0178
2020年8月11日,11889.2,11390.4,11931.8,11146.7,-0.0419
2020年8月12日,11390.4,11557.2,11605.4,11190.6,0.0146
2020年8月13日,11557.2,11770.9,11772.9,11298.4,0.0185
2020年8月14日,11771.1,11750.8,11835.5,11651.5,-0.0017
2020年8月15日,11751.1,11845.3,11964,11711.5,0.008
2020年8月16日,11845.5,11899,11922.5,11688.9,0.0045
2020年8月17日,11898.8,12282.6,12444.1,11764,0.0322
2020年8月18日,12283,11947.6,12381.4,11842,-0.0273
2020年8月19日,11944.4,11750.2,12013.2,11602.6,-0.0165
2020年8月1日,11333.2,11803.1,11847.7,11226.1,0.0414
2020年8月20日,11751,11856.9,11881,11672.7,0.0091
2020年8月21日,11856.9,11529.2,11877.4,11495.6,-0.0276
2020年8月22日,11529.2,11661.3,11677,11382.1,0.0115
2020年8月23日,11661.1,11641.6,11705.4,11520.8,-0.0017
2020年8月24日,11641.6,11753.5,11824.6,11587.1,0.0096
2020年8月25日,11752.9,11324.8,11766.9,11131,-0.0365
2020年8月26日,11324.9,11462.3,11533.6,11254.6,0.0121
2020年8月27日,11462.3,11327.4,11580.3,11135.3,-0.0118
2020年8月28日,11327.5,11527.4,11539,11281.9,0.0177
2020年8月29日,11527.8,11468.1,11576.8,11433.5,-0.0051
2020年8月2日,11802.6,11066.8,12061.1,10730.7,-0.0624
2020年8月30日,11468.1,11702,11704.2,11462.6,0.0204
2020年8月31日,11701.1,11644.2,11760.2,11563.8,-0.0049
2020年8月3日,11066.9,11224.4,11461.1,10981.6,0.0142
2020年8月4日,11223.8,11184.7,11407.8,11043,-0.0035
2020年8月5日,11184.8,11735.1,11771.5,11114.5,0.0492
2020年8月6日,11735,11757.1,11898.4,11563,0.0019
2020年8月7日,11757.1,11592,11901.8,11352.4,-0.014
2020年8月8日,11591.6,11764.3,11805.5,11533.5,0.0149
2020年8月9日,11764.4,11681.2,11792.8,11527.5,-0.0071
2020年9月10日,10224.3,10339.7,10480.3,10219.2,0.0113
2020年9月11日,10339.8,10390.2,10398.8,10212.6,0.0049
2020年9月12日,10390.2,10441.9,10476.8,10275.9,0.005
2020年9月13日,10441.7,10326,10579.6,10219.4,-0.0111
2020年9月14日,10332.7,10675.3,10744.3,10264.5,0.0338
2020年9月15日,10675.2,10785.3,10931.8,10627.8,0.0103
2020年9月16日,10785.2,10949.5,11093.3,10669.2,0.0152
2020年9月17日,10950.1,10941.3,11039.3,10755.2,-0.0007
2020年9月18日,10941.3,10933,11029.7,10818.7,-0.0008
2020年9月19日,10933,11081.8,11177.1,10890.7,0.0136
2020年9月1日,11644.2,11914.9,12045.9,11544.6,0.0232
2020年9月20日,11081.6,10921.5,11081.6,10772.7,-0.0145
2020年9月21日,10919.9,10416.8,10987.2,10328.5,-0.0462
2020年9月22日,10419.4,10531.5,10570.7,10361.7,0.011
2020年9月23日,10531.5,10237.3,10535.4,10146.6,-0.0279
2020年9月24日,10238.1,10739.4,10787.8,10201,0.049
2020年9月25日,10739.9,10688.8,10756,10558.9,-0.0047
2020年9月26日,10688.9,10727.9,10793.3,10650.2,0.0037
2020年9月27日,10727.9,10776.2,10799.2,10602.7,0.0045
2020年9月28日,10776.4,10693.2,10946.6,10685.2,-0.0077
2020年9月29日,10694.3,10840.9,10858.4,10642.4,0.0138
2020年9月2日,11914.4,11413.3,11947.5,11244.9,-0.0421
2020年9月30日,10843.4,10776.1,10847.7,10667.6,-0.006
2020年9月3日,11413.2,10168.8,11442.7,10009.5,-0.109
2020年9月4日,10168.7,10472.5,10614.2,9960.3,0.0299
2020年9月5日,10472.3,10092.2,10558.7,9897.8,-0.0363
2020年9月6日,10092.2,10296.4,10337.7,10004.7,0.0202
2020年9月7日,10296.4,10376.9,10400.9,9887,0.0078
2020年9月8日,10376.9,10126.6,10434.4,9877.1,-0.0241
2020年9月9日,10126.8,10224.6,10343.3,9984.6,0.0097
2021年10月10日,54942.5,54687.7,56432.2,54100.8,-0.0046
2021年10月11日,54686.9,57477.3,57814.1,54457.8,0.051
2021年10月12日,57480.6,56015.9,57635.7,54155.4,-0.0254
2021年10月13日,56014.5,57380.1,57697.4,54314.4,0.0244
2021年10月14日,57370.4,57345.8,58506.5,56866.8,-0.0006
2021年10月15日,57348.2,61672.5,62892.8,56874.8,0.0754
2021年10月16日,61669.2,60861.1,62329.2,60161.9,-0.0132
2021年10月17日,60865.5,61527.5,61651.4,59143.4,0.0109
2021年10月18日,61525.8,62056.3,62623.6,60026.9,0.0086
2021年10月19日,62030.2,64278.5,64454,61451,0.0358
2021年10月1日,43824.4,48146,48435.2,43292.9,0.0986
2021年10月20日,64276.9,65979.1,66967.1,63543.7,0.0265
2021年10月21日,66004.6,62210.2,66616.9,62092.1,-0.0571
2021年10月22日,62200.8,60690.3,63699.7,60055.7,-0.0244
2021年10月23日,60693.2,61312.5,61728.7,59738.3,0.0103
2021年10月24日,61308.2,60866.5,61469.9,59523.7,-0.0073
2021年10月25日,60864.3,63067,63694.8,60655.8,0.0362
2021年10月26日,63067.5,60310.8,63275.1,59907.3,-0.0437
2021年10月27日,60312.5,58438.1,61452.9,58112.6,-0.0311
2021年10月28日,58437.2,60582.5,62251.3,58128.1,0.0367
2021年10月29日,60579.9,62242.8,62952.2,60322.2,0.0274
2021年10月2日,48147.2,47666.9,48306.9,47451.7,-0.01
2021年10月30日,62245,61840.1,62338.5,60786,-0.0065
2021年10月31日,61842.2,61309.6,62393.7,60005.7,-0.0086
2021年10月3日,47665.4,48200.1,49165.2,47123,0.0112
2021年10月4日,48200.4,49227.3,49481.7,46958.6,0.0213
2021年10月5日,49229.5,51469.3,51872.4,49060.1,0.0455
2021年10月6日,51470,55323.2,55676.1,50439.5,0.0749
2021年10月7日,55325.2,53783.9,55325.6,53476.4,-0.0278
2021年10月8日,53785.5,53914.7,55977.9,53659.3,0.0024
2021年10月9日,53924.1,54942.5,55430.8,53711.7,0.0191
2021年11月10日,66942.6,64932.6,68990.6,62951.3,-0.0295
2021年11月11日,64922.8,64806.7,65583.3,64121.9,-0.0019
2021年11月12日,64782.6,64134.5,65449.7,62309.7,-0.0104
2021年11月13日,64133.3,64398.6,64906,63381.4,0.0041
2021年11月14日,64397.2,65508.2,65508.2,63608.3,0.0172
2021年11月15日,65514.9,63597.9,66311.2,63439.5,-0.0292
2021年11月16日,63605.1,60089.1,63605.6,58655.9,-0.0552
2021年11月17日,60074.2,60367.8,60814.5,58531.9,0.0046
2021年11月18日,60368.2,56955.3,60936.9,56524.4,-0.0565
2021年11月19日,56908.3,58083.4,58335.9,55626.3,0.0198
2021年11月1日,61310.1,60915.3,62430.1,59612.7,-0.0064
2021年11月20日,58080.8,59717.6,59854.6,57435.3,0.0281
2021年11月21日,59724,58714.3,60002.6,58528.3,-0.0168
2021年11月22日,58719.7,56308.8,59288.3,55656.8,-0.041
